name;search_name;address;zipcode;city;country_code;type
Färjestads Travbana;;Norra Infarten 78;65465;Karlstad;SE;5
Kullens Gård;;Glumserud 305;65596;Väse;SE;5
Segmon Folkets Park;;Folketshusgatan 15;66040;Segmon;SE;4
Väse kyrka;;Kungsbacka 231;66057;Väse;SE;7
Medborgarhuset;;Magasinsgatan 2;66130;Säffle;SE;4
von Echstedtska Gården;;Västra Smedbyn;66194;Säffle;SE;5
Esters Café;Esters Cafe;Ed;66196;Långserud;SE;5
Åmål´s Blues Förening;;Kyrkogatan 10;66231;Åmål;SE;4
Skoghalls Folkets Hus;;Skogåsvägen 3;66330;Skoghall;SE;4
Borgviks gästhamn;;Kujjavägen 2;66495;Borgvik;SE;5
Bergslätts IP;;Strömstadsvägen 39;66831;Ed;SE;5
Folkets Park Arvika;;Fritidsgatan 2;67134;Arvika;SE;5
Eda FolketsPark;;Eda FolketsPark;67332;Charlottenberg;SE;5
Christinateatern;;Kungsgatan 54;68131;Kristinehamn;SE;8
Mastmagasinet;;Södra Hamngatan 5;68131;Kristinehamn;SE;10
Gattet Restaurang & Gästhamn;Gattet Restaurang och Gästhamn;Vålösundsvägen 117A;68152;Kristinehamn;SE;10
Filipstad Folkets Hus;;Viktoriagatan 8;68230;Filipstad;SE;4
HOTELL MONICA;;Folkets väg 1;68331;Hagfors;SE;4
Uddeholmsladan;;Vattenverksvägen;68340;Uddeholm;SE;4
RANSÄTERS HEMBYGDSGÅRD - GROPA;;Högsbyvägen 2;68493;Ransäter;SE;5
Torsby Finnskogscentrum;;Lekvattnet 84;68591;Torsby;SE;4
Sunne kyrka;;Kyrkogatan 1;68634;Sunne;SE;7
Hotell Alfred Nobel;;Torget 1;69131;Karlskoga;SE;4
Striker Karlskoga;;Värmlandsvägen 8;69132;Karlskoga;SE;10
Musikpalatset;;Bergrumsvägen 3;69133;Karlskoga;SE;4
Lunnedet;;Lunnedet 802;69191;Karlskoga;SE;5
Teater Nolby;;Immen 611;69191;Karlskoga;SE;8
Teatersalongen Folkets Hus;;Medborgargatan 10;69330;Degerfors;SE;8
Alléskolan;Alleskolan;Södra Allén 14;69430;Hallsberg;SE;4
Hallsbergs hembygdsgård;;Stocksättervägen 16;69435;Hallsberg;SE;4
Restaurangen Sjöängen;;Drottning Kristinas väg 2;69682;Askersund;SE;10
Norra Hunna;;Norra Hunna 371;69691;Askersund;SE;4
Pålsboda Folkets Park;;Skolgatan 1;69731;PÅLSBODA;SE;5
Örebro Konserthus;;Fabriksgatan 2;70120;Örebro;SE;2
Stadsparken;;Floragatan 1;70213;Örebro;SE;5
Betlehemskyrkan Örebro;;Sturegatan 9;70214;Örebro;SE;7
Engelbrektskolan;;Wadköpingsvägen 15;70215;Örebro;SE;4
Conventum Kongress;;Fabriksgatan 17-19;70223;Örebro;SE;4
Scandic Grand Hotel;;Fabriksgatan 21-23;70223;Örebro;SE;4
Gustavsvik;;Gustavsviksvägen 11;70230;Örebro;SE;5
Eztrad;;Sommarrovägen 24;70230;Örebro;SE;10
Scenit Kulturhus;;Järnvägsgatan 8;70362;Örebro;SE;4
Teater Martin Mutter;;Beväringsgatan 6;70365;Örebro;SE;8
Brasserie All In;;Kungsgatan 46;71130;Lindesberg;SE;10
Lindesberg Arena;;Nyborgsgatan 1;71134;Lindesberg;SE;6
Råsshallen;;50;71178;Guldsmedshyttan;SE;6
Grythyttans Kyrka;;Kyrkbacken 9;71260;Grythyttan;SE;7
Bryggerikrogen;;Prästgatan 42;71330;Nora;SE;5
Bryggerikrogen i Nora;;Prästgatan 42;71331;Nora;SE;10
Stadra Teater;;Stadra Gård 205;71392;Gyttorp;SE;8
John Scott's Kopparberg;John Scotts Kopparberg;Kristineplan 1;71435;Kopparberg;SE;5
Opera på Skäret;;Skäretvägen 111;71493;Kopparberg;SE;1
Sjökrogen;;Katrinelund 470;71592;Katrinelund;SE;5
Culturen;;Sintervägen 6;72130;Västerås;SE;4
Folkparken vid Mälaren;;Lögarängsvägen 5;72132;Västerås;SE;5
Brasserie Stadsparken;;Stora Gatan 35;72212;Västerås;SE;5
Stadsparken;;Stora Gatan 42;72212;Västerås;SE;5
Café Mosaic;Cafe Mosaic;Smedjegatan 2;72213;Västerås;SE;10
ABB Arena Syd;;Vasagatan 69;72217;Västerås;SE;6
ABB Arena Nord;;Rocklundagatan 1;72223;Västerås;SE;6
Cassels Grängesberg;;Bergsmansvägen 33;72240;Grängesberg;SE;2
Norra Björnön;;Norra Björnö 1;72348;Västerås;SE;5
Vallby friluftsmuseum;;Skerikesvägen 2;72480;Västerås;SE;5
Skultuna Hotell;;Bruksgatan 6;72631;Skultuna;SE;10
Forumteatern;;Västra Långgatan 2;73132;Köping;SE;8
Medborgarhuset;;Ahllöfsgatan 5;73230;Arboga;SE;4
Kristina Kyrka;;Borgmästare Lundbergs plan 1;73330;Sala;SE;7
Sala Stadspark;;Ekebygatan;73330;Sala;SE;5
Sala Missionshus;;Norra Esplanaden 12;73330;Sala;SE;4
Sala Folkets Park;;Ökebrogatan 3A;73336;Sala;SE;5
Skogsvallen;;Svingbolsta 410;74048;Östervåla;SE;5
Kafé Wilma;Kafe Wilma;Kyrkogatan 10;74242;Öregrund;SE;10
Öregrunds Kyrka;;Kyrkogatan 11;74242;Öregrund;SE;7
Gröna Huset;;Östergatan 11;74242;Öregrund;SE;4
Valudden Studio;;Valuddsvägen 27;74293;Östhammar;SE;4
Ellös Bio;;Glimsåsvägen 10;74492;Ellös;SE;4
Vårfrukyrkan;;Kyrkogatan;74531;Enköping;SE;7
Västerledskyrkans café;Västerledskyrkans cafe;Enöglavägen 41;74532;Enköping;SE;7
Lunda flygfält;;Bollungen 103;74791;Alunda;SE;5
Österbybruks Herrgård;;Herrgårdsvägen 1;74832;Österbybruk;SE;4
Joar Blå;;Ågatan 27;74935;Enköping;SE;4
Fröslunda Hage;;Altuna-Fröslunda 5;74971;Fjärdhundra;SE;5
Frösthults bygdegård;;Frösthult 7;74971;Fjärdhundra;SE;4
Botaniska Trädgården;;Villavägen 6-8;75238;Uppsala;SE;5
Flustret;;Flustergränd 5;75309;Uppsala;SE;3
Uppsala Konsert & Kongress;Uppsala Konsert och Kongress;Vaksala torg 1;75331;Uppsala;SE;2
Uppsala Missionkyrka;;Sankt Olofsgatan 40;75332;Uppsala;SE;7
Brantingsskolans aula;;Hjalmar Brantingsgatan 37;75434;Uppsala;SE;4
Yxlan bygdegård;;Vagnsundavägen 318;76010;Yxlan;SE;4
Blidö kyrka;;Blidö kyrkallé 24;76017;Blidö;SE;7
Hammerska Ladan;;Fagerviksbacken;76018;Furusund;SE;4
Roslagsskolans Aula;;Bältartorpsgatan 7;76128;Norrtälje;SE;4
Restaurang Havspiren;;Badstugatan 10;76140;Norrtälje;SE;10
Norrbil;;Stockholmsvägen 30;76143;Norrtälje;SE;4
Norrtälje Bränneri;;Lohärads Söderby 11;76172;Norrtälje ;SE;4
Galleri Näset, Rådmansö;;Åkerövägen 110;76194;Norrtälje;SE;4
Rimbo Kulturscen;;Rånäsvägen 26;76251;Rimbo;SE;4
Hisstech AB Arena;;Kusbyvägen 45;76335;Hallstavik;SE;5
Skebopuben;;Brobyvägen 16;76393;Skebobruk;SE;10
Gamla Hotellet;;Skebovägen 39;76393;Skebobruk;SE;10
Orangeriet Skebobruk;;Brobyvägen 19;76393;SKEBOBRUK;SE;4
Kröns Trädgård, Älmsta;;Hammarbyvägen 1;76491;Väddö;SE;4
Skattlösberg;;Skattlösberg 14;77012;Sunnansjö;SE;4
Kulturforum;;"Folketshus
Stora vägen";77060;Horndal;SE;4
Smedjan Stjärnsund;;VERKSVÄGEN 4;77071;Stjärnsund;SE;4
Aveny Folkets Hus;;Carlavägen 24;77130;Ludvika;SE;4
Brunnsviks Folkhögskola;;Brunnsvik Grangärdevägen 79;77192;Ludvika;SE;4
Gonäs Folkets hus;;Gonäsvägen 60;77194;Ludvika;SE;4
Runnbergsgården;;Södra Runnbergsvägen 5;77270;Saxdalen;SE;4
Avesta teater;;Frejgatan 9;77441;Avesta;SE;8
Folkärna Kyrka;;Folkärna Kyrkogård;77595;Folkärna;SE;7
Torp;;Torp;77596;Krylbo;SE;10
Vasateatern Hedemora;;Kyrkogatan 7;77630;Hedemora;SE;8
Theaterladan;;Gussarvsgatan 10;77630;Hedemora;SE;8
Sagateatern;;Åsgatan 61;77631;Hedemora;SE;8
Stigsbo;;Matses 207;77674;Stjärnsund;SE;5
Österby bygdegård;;Österbyn 123;77674;Stjärnsund;SE;4
Söderbärke kyrka;;Kyrkogatan 25;77760;Söderbärke;SE;7
Gagnefs Kyrka;;Kyrkbyvägen 35;78041;Gagnef;SE;7
Strandbackens Folkpark;;Strandbackens Folkpark;78044;Dala-Floda;SE;5
Skifsladan Uppsälje;;Uppsälje 101;78051;Dala-Järna;SE;4
Brånens festplats;;Hiselsvägen 10;78061;Öje;SE;5
Hotellet vid Fjället;;kyrkbyn 175;78068;Transtand;SE;4
Folkets Park;;Folkets Park;78199;Tuna-Hästberg;SE;5
Säterdalens Folkpark;;Säterdalen 6;78335;Säter;SE;5
Östra Silvbergs gruva;;Lintäktsvägen;78391;Säter;SE;5
Galaxen;;Jussi Björlings väg 25;78432;Borlänge;SE;4
Quality Hotel Galaxen;;Jussi Björlingsväg 25;78432;Borlänge;SE;4
House of Blues;;Borganäsvägen 28;78433;Borlänge;SE;10
Hagagymnasiets Aula;;Läroverksgatan;78440;Borlänge;SE;4
Rommehedslägret;;Rommehedslägret;78463;Borlänge;SE;4
Forum Kvarnsveden;;Kvarnforsplan 2;78466;Borlänge;SE;4
Floda Kyrka;;Kyrkbyvägen 2;78544;Dala-Floda;SE;7
Lindberghallen;;Södra Industrivägen 8;78561;Djurås;SE;4
Vansbro Teater;;Norra Allégatan 30;78631;Vansbro;SE;8
Storänget Nås;;Storängsvägen 14;78693;Nås;SE;5
Stora Hyttnäs;;Carl Larssonsväg 5;79015;Falun;SE;4
Dössberget;;Proselins väg 8;79021;BJURSÅS;SE;4
Rotens Trädgård;;Skovägen 8;79021;Bjursås;SE;5
Bygdegården;;Framgårdsvägen 1;79091;Idre;SE;4
Guide Arena;;Lugnetvägen 11;79131;Falun;SE;6
Nisserska teatern;;Tingshusgatan 2;79131;Falun;SE;8
Magasinet;;Tullkammaregatan 12;79131;Falun;SE;4
Heymakers;;Myntgatan 43;79160;Falun;SE;4
Samuelsdals Pensionat;;Samuelsdalsvägen 23;79161;Falun;SE;5
Kulturhuset tio14;;Teatergatan 5;79162;Falun;SE;4
Dalateatern;;Teatergatan 1;79162;Falun;SE;8
Stora Torget i Falun;;Kristinegatan 13;79171;Falun;SE;5
Lilltorpet, Faluns Folkpark;;Lilltorpsvägen 55;79194;Falun;SE;5
Lilla Helfvetet;;Älvgatan 75c;79232;Mora;SE;3
Moraparken;;Parkvägen 1;79237;Mora;SE;4
Tomteland;;Gesundabergsvägen 80;79290;Sollerön;SE;4
Vattnäs Konsertlada;;Vattnäs Byväg 38-46;79297;Mora;SE;1
Hildasholm;;Klockaregatan 5;79331;Leksand;SE;4
Leksands Kyrka;;Kyrkallén 23;79331;leksand;SE;7
Kulturskolan;;Kyrkallén 8;79331;Leksand;SE;4
Midsommarfesten;;Arenatorget 1;79331;Leksand;SE;5
Alfvéngården;Alfvengården;Tibble Pipargattu 21;79336;Leksand;SE;4
Siljansnäs kyrka;;Prästbacken 1;79370;Siljansnäs;SE;7
Hotell Klockargården;;Siljansvägen 456;79370;Tällberg;SE;4
Röda Kvarn;;Järnvägsgatan 33;79430;Orsa;SE;4
Orsa Hornberga Gård;;Nedre Hornbergavägen 27;79490;Orsa;SE;4
Folkparken Skeer;;Skeervägen 32B;79492;Orsa;SE;5
Rättviksparken;;Furudalsvägen 1;79532;Rättvik;SE;5
Gammelgården;;Sjurbergsvägen 3;79532;Rättvik;SE;5
Tältet Knektplatsen;;Tältet Knektplatsen;79532;Rättvik;SE;5
Classic Kalaset;;Enåbadsvägen 2;79532;Rättvik;SE;5
Vikarby Bystuga;;Granmorvägen 4;79570;Vikarbyn;SE;4
Dalhalla;;Sätra Dalhallavägen 201;79591;Rättvik;SE;5
Boda kyrka;;Boda Kyrkby;79596;Boda Kyrkby;SE;7
Boda Gammelgård;;Silverberg, Norra vägen 3;79596;Boda Kyrkby;SE;4
Ore Kyrka;;Vikgatan 33;79597;Furudal;SE;7
Rot Skans;;Ribbvägen 4;79690;Älvdalen;SE;5
Gävle Konserthus;;Kungsbäcksvägen 22;80267;Gävle;SE;2
Gasklockorna;;Atlasgatan 3;80286;Gävle;SE;6
Musikhuset Sjömanskyrkan;;Kyrkogatan 32;80311;Gävle;SE;10
Järnvägskrogen;;Centralplan 2C;80311;Gävle;SE;10
Gävle Teater;;Teaterplan 1;80323;Gävle;SE;8
Gävletravet;;Gavlehovsvägen 14;80633;Gävle;SE;5
Gavlehovshallen;;Gavlehovsvägen 19;80633;Gävle;SE;6
The Church;;Hyttgatan 28;81139;Sandviken;SE;10
Drömfabriken;;Sveavägen 16;81140;Sandviken;SE;4
Hotell Hedåsen;;Årsundavägen 100;81161;Sandviken;SE;10
Kulturcentrum;;Köpmansgatan 7;81180;Sandviken;SE;4
Gamla Dansbanan - Högbo;;Hans Hiertas väg 20;81192;Sandviken;SE;4
Folkets Hus och Park;;Skolgatan 21;81330;Hofors;SE;4
Aspenskolans Aula;;Palmgatan 7;81538;Tierp;SE;4
Kulturhuset Möbeln;;Grevegatan 19-21;81540;Tierp;SE;4
Gammelgården ;;Grevgatan 30;81540;Tierp;SE;4
Axmar bruk;;Axmarstig 209;81794;Axmar;SE;5
Acktjärbo;;Acktjärbo 4705;82010;Arbrå;SE;5
Kajutan;;Morängsvägen 1;82074;Stocka;SE;5
Folkets Park, Bollnäs;;Långnäsvägen 51;82142;Bollnäs;SE;5
Rengsjö Kyrka;;Västerby 7612;82158;Rengsjö;SE;7
Världsarvet Gästgivars;;Gamla Orbadenvägen 29;82167;Vallsta;SE;5
Lillbo Gårdsscen;;Lillbo 381;82299;Alfta;SE;5
Kulturhuset Glada Hudik;;Storgatan 37;82452;Hudiksvall;SE;4
Sommarscen på Ystegårn;;Hillsta 8;82462;Forsa;SE;5
Långvinds Bruk;;Långvinds Bruk;82596;Enånger;SE;5
Söderhamns Teater;;Norrtullsgatan 12;82631;Söderhamn;SE;8
Ljusdals Folkpark;;Kyrksjönäsvägen 18;82730;Ljusdal;SE;5
Svedbovallen;;Svedbovallsvägen 12;82753;Järvsö;SE;5
Storliens Högfjällshotell;;Geijerbacken 10;83019;Storlien;SE;4
Gamla Teatern;;Thoméegränd 20;83134;Östersund;SE;10
Mittuniversitetet Campus Östersund;;Kunskapens Väg 12;83140;Östersund;SE;4
Jamtli;;Museiplan 2;83152;ÖSTERSUND;SE;4
Lon Café;Lon Cafe;Bällsta 120;83293;Frösön;SE;10
Frösövallen;;Stockevägen 3;83293;Frösön;SE;4
Arnljotlägden;;Kompositörvägen 6;83296;Frösön;SE;5
Folkets hus;;Ramselevägen 6;83335;Strömsund;SE;4
Knutpunkten;;Långgatan 18;83561;Föllinge;SE;4
Krokomshallen;;Aspåsvägen 55;83580;Krokom;SE;4
Ås kyrka;;Ösavägen 8;83672;Ås;SE;7
Birka Folkhögskola, Aulan;;Birkavägen 25;83695;Ås;SE;4
Järpenbion;;Strandvägen 22;83731;Järpen;SE;4
Duved Föreningshus;;Katrinelundsvägen;83771;Duved;SE;4
Restaurang Árran på Tännäskröket;Restaurang Arran på Tännäskröket;Karl Johans väg, Krökvägen 1;84094;Tännäs;SE;10
Hamrafjället, Tänndalen;;Fäbodvägen 12;84098;Tänndalen;SE;5
Bräcke Folkets hus;;Hantverksgatan 27;84332;Bräcke;SE;4
Strömsnäs föreningshus;;Strömsnäs 151;84496;STUGUN;SE;4
Ovikens nya kyrka;;Kyrkvägen 11;84573;Oviken;SE;7
Hackås kyrka;;Kyrkvägen 11 B;84594;Hackås;SE;7
Vemdalsskalets Högfjällshotell;;Vemdalsskalet Nya landsvägen 40;84692;Vemdalen;SE;4
Folkets hus Sundsvall;Bio Drakstaden;Esplanaden 25;85121;Sundsvall;SE;4
Sundsvall Sporthall A;;Universitetsallén 11;85234;Sundsvall;SE;6
Himlabadet;;Universitetsallén 13;85234;Sundsvall;SE;5
Quality Hotel, Aveny;;Esplanaden 29;85236;Sundsvall;SE;4
EQ House;;Medborgargatan 35;85630;Sundsvall;SE;4
Nordichallen;;Johannedalsvägen 123;85634;Sundsvall;SE;6
Timrå Kyrka;;Prästgatan 1;86134;Timrå;SE;7
Härnösands Teater;;Storgatan 9;87131;Härnösand;SE;8
Murberget;;Murbergsvägen 31;87150;Härnösand;SE;5
Babelsberg, Kramfors;;Babelsbergsgatan 8;87230;Kramfors;SE;4
Kramfors Folkets Park;;Parkgatan 10;87235;Kramfors;SE;5
High Coast Distillery;;Sörviken 140;87296;Bjärtrå;SE;4
Ramsele kyrka;;Kyrkvägen 11;88370;Ramsele;SE;7
Hamnplan;;Stora Torget;89133;Örnsköldsvik;SE;5
Örnsköldsvik Kyrka;;Storgatan 29F;89134;Örnsköldsvik;SE;7
Nätra hembygdsgård;;Kyrkvägen 10;89330;Bjästa;SE;4
Själevads kyrka;;Hampnäsvägen 27;89431;Själevad;SE;7
Hembygdsgården, Anundsjö;;Prästbordet 105;89530;Bredbyn;SE;5
Nolia;;Signalvägen 3;90322;Umeå;SE;5
Dragonskolan;;Dragongatan 1;90322;Umeå;SE;4
Noliahallen;;Signalvägen 12;90322;Umeå;SE;6
Rex: Rådhuset i Umeå;;Rådhustorget 1;90326;Umeå;SE;3
Skeppsbron;;Västra Strandgatan 9;90326;Umeå;SE;5
Korskyrkan Umeå;;Sveagatan 10A;90327;Umeå;SE;7
Umeå Folkets Hus;;Skolgatan 59;90329;Umeå;SE;4
Döbelns park;;;90330;Umeå;SE;5
Kulturhuset Klossen;;Ekonomstråket 6;90730;Umeå;SE;4
Johanneskyrkan, Vännäs;;Pengsjövägen 2;91133;Vännäs;SE;7
Vännäs Medborgarhus;;Östra Järnvägsgatan 1;91181;Vännäs;SE;4
Vilhelmina Folkets Hus;;Tingsgatan 8;91233;Vilhelmina;SE;4
Nordmalings kyrka;;Kungsv. 46;91432;Nordmaling;SE;7
Bjurholms kyrka;;Kyrkogatan 3;91631;Bjurholm;SE;7
Café Storudden;Cafe Storudden;Storudden 11;91891;Sävar;SE;5
Skellefteå Riksteaterförening;;Skeppargatan 11;93130;Skellefteå;SE;4
Sara Kulturhus;;Kanalgatan 43b;93131;Skellefteå;SE;4
Cinco Skellefteå;;Stationsgatan 8;93131;Skellefteå;SE;10
Västerbottensteatern;;Kanalgatan;93131;Skellefteå;SE;8
Saratorget;;Torggatan 1;93132;Skellefteå;SE;4
Folkets Hus Skelleftehamn;;Berzeliusgatan 2;93232;Skelleftehamn;SE;4
Kurjovikens Havsmarina;;Kurjovikens Havsmarina;93233;Skelleftehamn;SE;5
Arvidsjaurs kyrka;;Storgatan;93331;Arvidsjaur;SE;7
Burträsk kyrka;;Kyrkogatan 1;93731;Burträsk;SE;7
Noliamässan;;Noliagatan 1;94131;Piteå;SE;4
Isstadion LF Arena;;Hembygdsvägen 11;94133;Piteå;SE;6
Pite Havsbad;;Hotellvägen 50;94143;Piteå;SE;5
Studio Acusticum;;Kunskapsallén 14;94163;Piteå;SE;4
Storforsens Naturscen;;Storforsens Naturreservat;94295;Vidsel;SE;5
Storstrand, Öjebyn;;Mandolingatan 1;94333;Öjebyn;SE;4
Töre Folkets hus;;Köpmanvägen 20;95040;Töre;SE;4
Strandängarna;;95231;95233;Kalix;SE;5
Haparanda folkets hus;;Åkergatan 1b;95334;Haparanda;SE;4
Karungi Kyrka;;Kyrkholmsvägen 70;95393;Karungi;SE;7
Seskarö Kyrka;;Kyrkvägen 20;95394;Seskarö;SE;7
Hägnan;;Gamla Hamngatan 21;95433;Luleå;SE;5
Brännabergets Festplats;;Brännaberget 1;95631;Överkalix;SE;5
Överluleå Kyrka;;Kyrkgatan 34;96134;Boden;SE;7
Jokkmokks nya kyrka;;Kyrkogatan 11;96231;Jokkmokk;SE;7
Vuollerim Sporthall Rimhallen;;Långgatan 5;96270;Vuollerim;SE;4
Kulturcentrum Ebeneser;;Skomakargatan 23;97231;Luleå;SE;4
Kulturens Hus;;Skeppsbrogatan 17;97231;Luleå;SE;4
Luleå domkyrka;;Kyrkplanen 1;97232;Luleå;SE;7
Södra Hamnplan;;Södra Smedjegatan 2;97235;Luleå;SE;5
Gymnasiebyns aula, Lärkan;;Skeppsbrogatan 4;97238;Luleå;SE;4
Örnäsets kyrka;;Klockgränd 1;97435;Luleå;SE;7
Isborgen Gällivare;;Hellebergsvägen;98235;Gällivare;SE;6
Bergs kyrka;;Hoverberg 426;84562;Svenstavik;SE;7
Clarion Hotel Sign;;Östra Järnvägsgatan 35;10126;Stockholm;SE;4
Hilton Stockholm Slussen;;Guldgränd 8;10465;Stockholm;SE;4
Fasching;;Kungsgatan 63;11120;Stockholm;SE;3
Oscarsteatern;;Kungsgatan 63;11122;Stockholm;SE;8
Engelen;;Kornhamnstorg 59B;11127;Stockholm;SE;3
Livrustkammaren;;Slottsbacken 3;11130;Stockholm;SE;4
Stockholm Salsa Dance;;Adolf Fredriks Kyrkogata 13;11137;Stockholm;SE;4
Playhouse Teater;;Drottninggatan 71A;11137;Stockholm;SE;8
Nalen;;Regeringsgatan 74;11139;Stockholm;SE;3
Chinateatern;;Berzelii Park 9;11147;Stockholm;SE;8
Café Opera;Cafe Opera;Karl XII:s Torg;11147;Stockholm;SE;3
Stallet - Världens Musik;;Stallgatan 7;11148;Stockholm;SE;4
Musikaliska Kvarteret;;Nybrokajen 11;11148;Stockholm;SE;2
Eric Ericsonhallen;;Kyrkslingan 2-4;11149;Stockholm;SE;4
Sankt Jacobs kyrka;;Västra Trädgårdsgatan 2A;11153;Stockholm;SE;7
Golden Hits;;Kungsgatan 29;11156;Stockholm;SE;3
Sergel Hub;;Sveavägen 10a;11157;Stockholm;SE;4
Stockholm Waterfront;;Nils Ericsons Plan 4;11164;Stockholm;SE;4
Eden;;Smedsuddsvägen 23;11235;Stockholm;SE;3
Berns;;Berzelii Park;11327;Stockholm;SE;3
Brygghuset;;Norrtullsgatan 12N;11327;Stockholm;SE;4
Sankt Johannes kyrkan;;Johannesgatan 21;11349;Stockholm;SE;7
Kafé Himlavalvet;Kafe Himlavalvet;Drottninggatan 120;11360;Stockholm;SE;5
Stockholm Stadion;;Lidingövägen;11433;Stockholm;SE;5
Skansen (Galejan);;Sollidenbacken;11521;Stockholm;SE;4
Solliden Skansen;;Sollidsbacken;11521;Stockholm;SE;5
Rosendal Garden Party;;Valmundsvägen;11521;Stockholm;SE;5
Spritmuseum;;Djurgårdsstrand 9;11521;Stockholm;SE;4
Museipiren;;Galärvarvsvägen 24;11521;Stockholm;SE;4
Josefina;;Galärvarvsvägen 10;11521;Stockholm;SE;10
Cirkusplatsen;;Sandhamnsgatan 80-90;11528;Stockholm;SE;4
Ersta kyrka;;Erstagatan 1;11630;Stockholm;SE;7
Kollektivet Livet;;Stadsgårdsterminalen;11645;Stockholm;SE;3
Mosebacketerrassen;;Mosebacke Torg 1-3;11646;Stockholm;SE;5
Debaser Strand;;Hornstulls Strand 4;11739;Stockholm;SE;3
Reimersholme Hotel;;Reimersholmsgatan 5;11740;Stockholm;SE;10
Patricia Restaurang & Nattklubb;Patricia Restaurang och Nattklubb;Söder Mälarstrand Kajplats 19;11825;Stockholm;SE;3
Biblioteket Live;;Medborgarplatsen 2;11826;Stockholm;SE;3
Baras Ställe;;Västgötagatan 4;11827;Stockholm;SE;10
Trädgården;;Hammarby Slussväg 2;11860;Stockholm;SE;3
Clarion Hotel Stockholm;;Ringvägen 98;11860;Stockholm;SE;4
Ekermanska Malmgården;;Ekermans Gränd 3-5;11867;Stockholm;SE;5
Fryshuset;;Mårtensdalsgatan 2-8;12030;Stockholm;SE;4
Copper Club;;Heliosgången 18;12030;Stockholm;SE;10
Årsta Folkets Hus;;Årsta Torg 5;12054;Årsta;SE;4
Park Folkets Hus;;Götalandsvägen 181;12535;Älvsjö;SE;4
Melodybox;;Mejselvägen 33;12638;Hägersten;SE;3
Nacka kyrka;;Gamla Värmdövägen 14A;13137;Nacka;SE;7
Kajen i Nacka Strand;;Augustendalsvägen 47-49;13152;Stockholm;SE;5
Grand Hotel Saltsjöbaden;;Hotellvägen 2;13335;Saltsjöbaden;SE;5
Porslinsteaterns Sommarscen;;Odelbergsparken;13453;Gustavsberg;SE;5
Quality Hotel Winn Haninge;;Rudsjöterrassen 3A;13640;Handen;SE;4
Haninge Kulturhus;;Poseidons Torg 8;13646;Handen;SE;4
Huddinge kulturhus;;Sjödalstorget 1;14147;Huddinge;SE;4
Subtopia;;Rotemannavägen 10;14557;Norsborg;SE;4
Hågelbyparken;;Hågelbyvägen 5;14743;Tumba;SE;5
Oktoberteatern;;Slussgatan 1;15171;Södertälje;SE;8
Solvalla;;Travbanevägen;16864;Stockholm;SE;5
Solna Folkets Hus;;Skytteholmsvägen 2;17144;Solna;SE;4
Encore Music Club;;Landsvägen 49;17265;Sundbyberg;SE;3
Pannrummet Adelsö;;Adelsö ringväg 31;17892;Adelsö;SE;4
Independent Indigenous Festival;;Skogsvillan 1;18491;Åkersberga;SE;5
Kulturumteatern;;Vikingavägen 2;19551;Märsta;SE;8
Ekhammarscenen;;Skolvägen 20;19634;Kungsängen;SE;4
Clarion Hotel Malmö Live;;Dag Hammarskjölds Torg 2;21118;Malmö;SE;4
Glasklart;;Dockplatsen 1;21119;Malmö;SE;10
Slagthuset;;Carlsgatan 12 E;21120;Malmö;SE;4
Étage;etage;Stortorget 6;21134;Malmö;SE;3
Folk Å Rock;;Skomakaregatan 11;21134;Malmö;SE;4
Palladium Malmö;;Södergatan 15;21134;Malmö;SE;4
Sankt Johannes kyrka;;Rådmansgatan 20;21146;Malmö;SE;7
Skånes Dansteater;;Östra Varvsgatan 13 A;21173;Malmö;SE;4
Grand Circus Hotel;;Södra Bulltoftavägen 51;21222;Malmö;SE;4
Inkonst;;Bergsgatan 29;21422;Malmö;SE;4
Moriska Paviljongen;;Norra Parkgatan 2;21422;Malmö;SE;3
Amiralen;;Amiralsgatan 35;21437;Malmö;SE;4
Nöjesteatern;;Amiralsgatan 35;21437;Malmö;SE;8
Plan B Malmö;;Norra Grängesbergsgatan 26B;21450;Malmö;SE;3
Varvet Limhamn;;Strandgatan 23;21612;Limhamn;SE;4
Baltiska hallen;;Eric Perssons Väg 8a;21762;Malmö;SE;6
Mejeriet;;Stora Södergatan 64;22223;Lund;SE;3
Lilla Beddinge Teater;;Ängslättsvägen 69-0;23198;Trelleborg;SE;8
Friluftsbadet;;Bökebergsgatan;23332;Svedala;SE;5
Törringelund;;Hyltarpsvägen 771-39;23392;Svedala;SE;5
Kulturboxen;;Pilgatan 13;23441;Lomma;SE;8
Skanörs kyrka;;Slottsgatan 2239 30;23930;Skanör;SE;7
Medborgarhuset Eslöv;;Kyrkogatan 1;24130;Eslöv;SE;4
Eslövs kyrka;;Västerlånggatan 50;24131;Eslöv;SE;7
Södra Rörum Kyrka;;Södra Rörum Kyrka;24294;Hörby;SE;7
Bosjökloster;;Bosjökloster 111;24395;Höör;SE;5
Kävlinge Kulturscen;;Sunnanväg 4;24438;Kävlinge;SE;4
Västra Karaby Kyrka;;Hällavägen 21;24495;Dösjebro;SE;7
Torna Hällestad Lanthandel;;Sandvägen 4;24745;Torna Hällestad;SE;10
Dalby Tingshus;;Tingsgatan 6A;24750;Dalby;SE;4
Tingstorget, Dalby;;Tingsgatan 2;24750;Dalby;SE;5
Gustav Adolfs Kyrka;;Carl Krooks gata 36;25219;Helsingborg;SE;7
